song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP1919,Show must.,Seth Smith,These.,Classical,2019-09-03,,69,8699625,English,Yes,Indie,Joanne Washington,Sally Price,Jessica Miller
SP1920,Hold show.,Sonya Garcia,Point.,Electronic,2002-07-05,239.0,38,92057191,English,Yes,Atlantic Records,Joseph Carey,Cassandra Mccall,
SP1921,Bad as memory.,Thomas Patel,Surface red.,Jazz,2008-02-13,256.0,84,65893796,English,No,Sony Music,Thomas Glenn,Michael Anderson,
SP1922,Sell different claim.,Evelyn Johnson,Community.,Pop,2012-05-19,281.0,42,41289232,English,Yes,Indie,Misty Scott,Stacy Flynn,Mark Nguyen
SP1923,Face event able.,Melissa Pace,Newspaper.,Pop,2023-02-03,291.0,71,37166914,English,No,Def Jam,Michelle Sweeney,Jesse Smith,
SP1924,Table space music.,Nancy Whitney,Box.,Electronic,2012-03-10,205.0,37,13475983,English,Yes,Warner Music,Jeffery Lowery,Rachel Shaw,Kevin Duncan
SP1925,Anything wife expert.,William Gonzalez,Employee.,Hip-Hop,2014-09-20,191.0,24,69789933,English,Yes,Sony Music,Aaron Murray,Juan Peck,
SP1926,Job form.,John Pierce,Must.,Reggae,2013-03-30,103.0,44,35553280,Italian,No,Sony Music,Jeffery Hunter,Kathy Sosa,Sarah Roberts
SP1927,Team turn argue.,Steven Fleming,White.,Folk,2009-02-23,241.0,97,74128894,English,No,Warner Music,Rebecca Gay,Christopher Mcbride,
SP1928,Clearly recently meeting.,Heather Baker,Put.,Folk,2002-10-09,268.0,6,26099721,,No,Universal Music,James Rodriguez,Nicole Evans,
SP1929,Project spring surface.,Amanda Silva,Increase.,Hip-Hop,1998-06-03,242.0,61,83455097,English,Yes,Indie,Natalie Johnson,Lisa Ochoa,
SP1930,Positive us suddenly Republican.,Stephanie Hartman,Choice player.,Hip-Hop,2006-06-26,340.0,70,4533232,English,Yes,Warner Music,Jennifer Johnson,Stacie Webb,
SP1931,System star opportunity hundred.,Lisa Fisher,Put.,Electronic,2008-07-12,,89,76941846,,No,Def Jam,Dr. Angelica Smith,Troy Taylor,Edward Clark
SP1932,Yourself field become spend.,Frank Phelps,Network.,Jazz,2018-09-26,293.0,22,22529362,English,Yes,Universal Music,Gloria Hill,Nicholas Gonzales,
SP1933,Expert follow.,Maria Camacho,Rather certainly.,Classical,1995-01-13,268.0,1,68121603,German,No,Universal Music,Paul Valencia,Jeffrey Ware,
SP1934,Century watch.,Michael Lee,Politics.,Pop,2016-05-11,,73,43639239,Spanish,No,Atlantic Records,Cynthia Robinson,Sarah Cruz,Jennifer Keith
SP1935,Should charge choice.,Sarah George,Traditional.,Pop,1998-12-01,298.0,75,51816399,English,No,Sony Music,Sean Robinson,Blake Perry,
SP1936,Run number month.,Christina Buchanan,Plan soon.,Pop,2017-03-25,306.0,18,52326119,English,Yes,Sony Music,Jennifer Chen,Angela Benson,
SP1937,Sure.,Susan Carpenter,Add.,Country,2008-05-05,327.0,44,386367,English,No,Universal Music,Anthony Johnson,Cynthia Alvarez,Stephanie Gibson
SP1938,Training serve answer within.,Richard Sampson,Area peace.,Country,2015-02-26,179.0,62,67951297,English,Yes,Atlantic Records,Benjamin Shea,Brenda Vincent,Barry Howe
SP1939,Main others law.,Nathan Kline,Ready difference.,Hip-Hop,1995-12-17,185.0,8,81337081,English,No,Warner Music,Christine Zimmerman,Steven Richardson,
SP1940,Total whether kind another.,Bryan Mitchell,Music.,Country,2023-01-18,187.0,99,2666641,English,Yes,Warner Music,Jesse Adams,Joshua Hensley,
SP1941,Concern hundred as.,Michael Johnson,Picture.,R&B,1995-06-06,,87,11185504,English,Yes,Universal Music,Ashley Reed,Tina Hill,Jonathan Roberts
SP1942,Organization establish current.,Marco Parker,Anyone guess.,Pop,2019-07-31,288.0,60,23640165,German,No,Atlantic Records,Calvin Davis,Holly Hull,Ruth Perez
SP1943,Picture run follow.,Rodney Adams,Everybody.,Classical,2015-12-18,193.0,47,64736611,Spanish,No,Warner Music,Paul Taylor,Sean Johnson,
SP1944,Early life allow.,Gabriel Brady,Why.,Pop,1994-10-20,213.0,86,33652600,English,Yes,Sony Music,Kevin Rogers,Jessica Rodriguez,
SP1945,Thought defense.,Earl Blake,Big hard.,Hip-Hop,2020-02-04,264.0,86,74022784,English,No,Universal Music,Denise Cook,Emily Taylor,
SP1946,Blue leg chance.,Jessica Simpson,Voice have.,Hip-Hop,2010-06-26,189.0,34,92411830,English,No,Indie,Jared Conley,Kyle Harris,
SP1947,Discussion candidate technology.,Timothy Castro,Wide myself.,Pop,2009-09-23,171.0,84,18397271,Korean,No,Atlantic Records,Jill Jenkins,Diane Davis,
SP1948,Say truth draw.,Mary Edwards,All not.,Country,2010-09-04,265.0,45,18683890,English,Yes,Atlantic Records,Joseph Winters,Peter Sims,Mary Garner
SP1949,Everything hot.,Lance Lamb,Represent peace.,Jazz,2000-01-31,231.0,75,98864896,English,Yes,Warner Music,Kevin Bennett,Kristen Landry,Alfred Jensen
SP1950,Pay.,Michael Norton,Listen.,Hip-Hop,2018-09-30,235.0,49,18343334,,No,Atlantic Records,Mrs. Julia Robinson,Warren Cochran,
SP1951,Management some.,Patricia Silva,Order.,Pop,2011-08-17,223.0,91,12773791,Italian,Yes,Universal Music,Carla Bradley,Joshua Cunningham,Monica Morgan
SP1952,Hard including.,Ashley George,Ground.,Hip-Hop,2006-11-15,166.0,11,22065402,Italian,Yes,Def Jam,Susan Barr,Matthew Watkins,
SP1953,Them successful letter.,John Case,Behind.,Pop,2020-04-18,,62,47156883,Italian,Yes,Atlantic Records,Donald Reed,Shannon Butler,Joseph Zimmerman
SP1954,Day day.,Sarah Murphy,Computer.,Reggae,2016-11-22,199.0,98,76223685,Spanish,Yes,Def Jam,Ashley Evans,Teresa Mercado,
SP1955,Inside.,Shawn Patton,Maintain.,R&B,2013-12-07,303.0,31,29256917,English,Yes,Def Jam,Emily Keller,Jordan Navarro,
SP1956,Structure agreement old.,Natalie Jackson,Stand out.,R&B,2008-10-03,,30,89529961,English,Yes,Warner Music,Arthur Bishop,William Collins,
SP1957,Increase impact.,Michael Stone,Represent conference.,Hip-Hop,2015-09-08,251.0,61,84009123,Korean,No,Def Jam,Elizabeth Gray,Emily Weaver,Ryan Martin
SP1958,Size list.,Donna Meyers,Whole growth.,Pop,2008-08-06,260.0,41,52167636,English,No,Indie,Sharon Taylor,Sarah Stewart,Joseph Pierce
SP1959,Wish talk.,Allison Jackson,Successful rise.,R&B,1996-10-11,305.0,71,93905029,English,Yes,Universal Music,John Thompson,Craig Kim,Jaime Fritz
SP1960,Its activity.,Kevin Terry,Car.,Pop,2017-02-21,269.0,16,45596642,English,Yes,Indie,Adam Stevenson,Mike Jones,
SP1961,Short from.,Jared Smith,Task ahead.,Hip-Hop,2014-10-05,268.0,77,4550365,Italian,Yes,Universal Music,Mitchell Mckinney,Daniel Watts,
SP1962,Town contain institution.,Melissa Russell,Sign miss.,R&B,2022-01-23,254.0,21,77410673,Spanish,Yes,Indie,Jasmine Carney,Emma Flores,
SP1963,Short nature like.,Jennifer Barrera PhD,Art risk.,Hip-Hop,2008-09-18,284.0,45,3341494,English,Yes,Warner Music,Brian Johnson,Cassandra Martinez,
SP1964,Be recently.,Dr. Larry Payne,Finally turn.,Electronic,1998-09-29,211.0,72,86373320,English,Yes,Warner Music,Paul Nguyen,Julie Thomas,
SP1965,Beyond state visit.,Daniel Snyder,Reality.,Hip-Hop,2023-05-19,239.0,13,84564486,Spanish,Yes,Universal Music,Roger Jackson,Nicole Juarez,
SP1966,Thank pull here test.,Lori Green,Open life.,Hip-Hop,2011-08-19,223.0,64,9775951,English,Yes,Warner Music,Holly Harris,Nicholas Erickson,
SP1967,Camera politics situation.,Theresa Brown,Life.,Electronic,2019-03-06,68.0,35,34716752,Italian,No,Atlantic Records,Danielle Young,Jamie Cook,Benjamin Terry
SP1968,Wide me.,Jennifer Oneill,Hard example.,Pop,2002-10-11,358.0,40,69808834,English,Yes,Warner Music,Steven Rodriguez,Timothy Crawford,
SP1969,Live.,Teresa Clark,Official to.,Reggae,2013-10-29,144.0,55,89464273,English,Yes,Universal Music,Brandon Diaz,Julie Arroyo,
SP1970,Executive national clearly.,Fred Hill,Represent.,Pop,2010-03-18,160.0,13,30615458,English,Yes,Atlantic Records,Colton Schmidt,Shawn Lewis,
SP1971,Choice trouble.,Terrence Davis,Level politics.,Pop,1997-08-31,237.0,27,54202235,English,Yes,Universal Music,Joel Butler,Christopher Herman,
SP1972,Should television value.,Joshua Murray,Sit of.,Classical,2009-11-29,166.0,93,25914032,French,No,Sony Music,Natalie King,Joshua Murray,Michelle Fowler
SP1973,Actually wear.,David Hudson,Foreign.,Hip-Hop,1999-08-15,263.0,73,40172639,English,No,Warner Music,Robert Blackwell,Christopher Miranda,Adam Wheeler
SP1974,Take note.,Gregory Cain,Occur born.,Hip-Hop,1998-07-21,298.0,37,52495534,English,No,Indie,Charles Salas,Matthew Brown,
SP1975,Understand cover.,Gabriel Stevenson,Reality.,Electronic,2024-03-01,,32,43536223,,Yes,Sony Music,Carol Thompson,Meghan Sexton,Mary Rich
SP1976,Shake budget.,William Holmes,Anyone.,Folk,2017-10-04,242.0,71,49649911,Spanish,Yes,Universal Music,Kelly Valdez,Jeffrey Jennings,
SP1977,Whom Democrat.,Lydia Clark,Truth international.,Classical,1999-09-13,243.0,57,41434652,English,No,Universal Music,Jillian Mcgrath,Steven Armstrong,
SP1978,Design poor.,Benjamin Clark,Behind discuss.,Country,2020-04-04,314.0,61,54754938,English,Yes,Indie,Victoria Turner,Matthew Larsen,
SP1979,Into serious usually.,Lorraine Turner,Reveal out.,Folk,2018-09-26,210.0,44,70105366,English,Yes,Universal Music,Teresa Harris,Thomas Ramos,
SP1980,Arm media value.,Lynn Peterson,Car perform.,Jazz,1999-10-03,278.0,94,40122364,Spanish,No,Sony Music,Mark Trujillo,Eric Bond,James Barnes
SP1981,Within direction.,Angela Lopez,Traditional.,R&B,2004-01-28,222.0,49,59818748,German,Yes,Universal Music,Travis Brown,Leah Robinson,
SP1982,Himself same.,Brian Chase,Herself.,Hip-Hop,2019-06-02,218.0,95,50641919,English,Yes,Def Jam,Tracy Frost,Michael Adams,
SP1983,Heart help three.,Donna Walker,Maintain.,Country,2015-04-21,356.0,20,9624528,,Yes,Universal Music,Sheryl Wells,Tammy Holt,Destiny Jefferson
SP1984,Control a much.,Kathleen Anderson MD,Eight.,Pop,2000-03-31,301.0,92,53929457,English,Yes,Warner Music,Samantha Olson,Carolyn Herrera,
SP1985,Amount opportunity who physical.,Kelly Andrade,Rise.,Pop,1995-07-23,146.0,72,66042449,,Yes,Universal Music,Paige Jones,Teresa Smith,Emma Perkins
SP1986,Idea area with.,Monica Nash,Father sort.,Pop,2017-01-08,262.0,92,32745347,English,Yes,Universal Music,Susan Buchanan,Michael Martinez,
SP1987,Suggest former.,Jacob Bernard,Change year.,Reggae,2016-07-11,,64,60894876,,Yes,Def Jam,Daniel Kemp,Kelly Mccarthy,
SP1988,Own record.,Joseph Fowler,Another occur.,Jazz,2021-02-05,301.0,44,97856629,English,No,Warner Music,Alexandra Beltran,Shawn Johnson,Angela Carter PhD
SP1989,Day should.,William Baker,Recent.,Pop,2006-11-29,292.0,45,79467496,German,Yes,Universal Music,Wendy Castro,Cameron Gentry,
SP1990,Civil leg skill.,Eddie Morris,Look.,Pop,2020-06-12,179.0,36,16762720,English,No,Sony Music,Brittany Smith,Savannah Cook,
SP1991,Public.,Mrs. Lori Hunter,Song provide.,Country,2009-01-31,279.0,26,63034505,Korean,Yes,Indie,Casey Washington,William Robinson,
SP1992,Red customer quickly personal.,Justin Ramsey,Down and.,Electronic,2024-07-14,202.0,40,86129301,English,No,Warner Music,Whitney Rodriguez,Alice Moreno,
SP1993,Stuff onto product just.,Jennifer Vasquez,By.,Reggae,2012-06-22,,69,83252792,English,No,Atlantic Records,Mr. Aaron Oliver,Charlotte Johnson,
SP1994,Score wife memory.,Stacy Boyd,Attorney figure.,Pop,2016-06-26,260.0,79,9998535,English,No,Sony Music,Laura Barber,Sherry Thompson,Craig Martinez
SP1995,Worker affect unit.,Mr. Jeffrey Vaughn MD,How born.,Electronic,2007-07-05,210.0,6,90464397,English,Yes,Def Jam,Bradley Kelley,Mary Lopez,
SP1996,Rather blue.,George Garcia,Woman head.,Electronic,2019-08-30,244.0,68,65163700,English,No,Warner Music,Jessica Gilmore,Derrick Cook,
SP1997,Table animal me read.,Bradley Ross,Of.,Classical,1995-03-30,240.0,88,60091163,English,No,Indie,Scott Boyd,Todd Davis,
SP1998,Thank turn.,Michelle Medina,Both happen.,Jazz,2016-09-30,289.0,77,89476574,Korean,Yes,Atlantic Records,Matthew Nguyen,Elizabeth Smith,
SP1999,Former teacher.,Blake Johnson,System little.,Pop,2024-01-18,354.0,12,97087032,English,Yes,Warner Music,Jason Perez,Teresa Noble,
SP2000,True high.,Kelli Fowler,Expect.,Electronic,2012-12-19,260.0,82,96854501,English,Yes,Def Jam,Laura Lewis,Stacey Wilkins,Tammy Alvarado
SP2001,Wide data.,Michael Martinez MD,West great.,Hip-Hop,2017-08-09,247.0,80,11837985,English,No,Universal Music,Laurie Rodriguez,Kathleen Roberts,Benjamin Sanchez
SP2002,Now by factor.,Kayla Bates,Note.,Pop,2021-11-25,272.0,10,72718510,Italian,Yes,Indie,Thomas Greene,Jeanne Ross,
SP2003,Cost evidence general.,Peggy Jones,Every.,Electronic,2003-06-07,217.0,92,80849475,English,Yes,Atlantic Records,Brittany Mckinney,William Cole,
SP2004,General under.,Steven Horton,Day.,Pop,1997-04-04,264.0,70,48463244,Spanish,Yes,Atlantic Records,Heather Galvan,Ashley Williams,Amanda Gomez
SP2005,Glass writer we.,Elizabeth Kennedy,Everybody dream.,Folk,2008-10-05,246.0,58,14067748,English,No,Def Jam,Tina Rivas,Justin Maldonado,Ethan Williams
SP2006,Single money answer.,Charles Lee,Total.,Pop,2003-09-19,265.0,66,79877172,English,No,Indie,Diane Lee,Jaime Lopez,
SP2007,Those occur keep along.,Tonya Brennan,Than.,Electronic,2012-12-06,278.0,79,32417668,English,No,Def Jam,Erica Jones,Rebecca Hoover,
SP2008,Box.,Kendra Hill,Continue.,Electronic,2012-03-26,285.0,15,23615440,English,No,Indie,Alan Duncan,Chelsea Sloan,
SP2009,Court medical.,Julie Mccoy,Could.,Electronic,2018-12-07,226.0,35,62418607,Korean,Yes,Indie,Brian Wood,Richard Hodge,
SP2010,Garden social.,Edward Shaffer,Executive pay.,Jazz,2019-10-20,197.0,36,38876539,Spanish,Yes,Universal Music,Marco Johnson,Michael May,Theresa Davis
SP2011,Open fear doctor.,Zachary Boyd,Large oil.,Hip-Hop,2022-06-11,229.0,59,29976286,English,No,Warner Music,Jennifer Castillo,Anthony Zimmerman,
SP2012,Likely yeah pull.,Susan Barker,Clear today.,Folk,2004-03-29,,19,3692613,,Yes,Sony Music,Carrie Harmon,Tina Kaiser,
SP2013,Foreign everything blue.,James Bullock,Our outside.,Pop,2015-12-04,252.0,10,91947132,English,No,Def Jam,Erik Thomas,Samuel Saunders,
SP2014,Maybe structure education.,Jason Saunders,Heart be.,Electronic,2008-04-09,145.0,5,87214749,English,Yes,Def Jam,Courtney Anderson,Thomas Carson,
SP2015,Popular bar tonight.,Jesus Miller,Sense health.,Electronic,2015-06-18,280.0,43,8329969,English,Yes,Def Jam,Sandra Mason,Julie Duarte,
SP2016,Region Congress through.,Johnny Reese,International.,Pop,2020-01-20,287.0,46,73694123,English,Yes,Warner Music,Yvonne Bailey,Kelly Bailey,Carrie Winters
SP2017,Republican.,Victoria Bennett,Them.,Hip-Hop,1999-08-21,204.0,38,23130068,English,No,Atlantic Records,Omar Roberts,Mr. Daniel Caldwell DDS,Amy Anderson
SP2018,Although grow themselves.,Eric Dixon,Continue.,Reggae,2017-08-23,234.0,21,2041463,Italian,Yes,Def Jam,Vincent Green,Amanda Short,
SP2019,Heart table such.,Robin Patrick,Apply.,Pop,2006-12-08,,74,77932550,Japanese,No,Atlantic Records,Sydney Harris,Francisco Simmons,
SP2020,Which director.,Brian Flores,Rate song.,Pop,2005-08-17,382.0,56,29808328,German,Yes,Sony Music,Mr. Jacob Martinez,Keith Clark,
SP2021,Imagine.,David Jacobs,Turn.,Electronic,2016-01-03,,39,16354686,,Yes,Def Jam,James Chang,Jessica Wilson,
SP2022,Friend.,Dawn Fowler,Owner last.,Pop,2007-01-18,190.0,63,70623606,English,No,Sony Music,Andrea Smith,Katelyn Sanders,
SP2023,Material region stock.,Jessica Jackson,Less general.,Electronic,2019-06-08,372.0,55,13622842,English,No,Def Jam,John Castro,David Thomas,Erik Rollins
SP2024,Easy own try.,Holly Ho,Thank tax.,Country,2019-11-03,224.0,85,91282598,Korean,No,Sony Music,Kelsey Hendrix,Timothy Stewart,Alexandra Brown
SP2025,Else building apply.,Michelle Cole,Under understand.,Classical,2023-07-09,254.0,4,19540459,English,Yes,Sony Music,Alyssa Jensen,Lisa Austin,
SP2026,Street.,John Knight,Quite doctor.,Electronic,2004-03-10,281.0,43,31420113,English,No,Def Jam,Karina Roberts,Thomas Sanchez,
SP2027,Sit hair structure.,Kayla Simmons,Candidate dream.,Electronic,1995-10-22,333.0,93,43968836,English,Yes,Indie,Melinda Williamson,April Ortiz,Kathy Donovan
SP2028,Decide science north rich.,Craig Bond,Pay agency.,Electronic,1995-12-18,,12,71717061,English,No,Indie,Michael Henry,Tanya Lane,
SP2029,Current possible.,Cristina Lopez,Instead person.,Electronic,2020-01-12,224.0,60,5882247,English,No,Warner Music,Mark Osborne,Kathy Thomas,
SP2030,Drive network.,Joe Baker,Usually well.,Pop,2015-06-05,217.0,29,63232985,English,No,Atlantic Records,James Rogers,Dawn House,
SP2031,Offer key cup.,Katie Huffman,Nothing various.,Pop,2008-04-04,187.0,14,97167026,Japanese,No,Warner Music,David Mckinney,Maria Schultz,Troy Mosley
SP2032,Adult certainly.,Ms. Valerie Cooper,Lawyer.,Jazz,2006-01-19,249.0,19,72470945,Spanish,No,Indie,Lisa Daniel,Kevin Clark,
SP2033,Buy interest commercial.,Johnny Kirby,Well break.,Country,2017-04-06,252.0,62,24355778,English,No,Universal Music,Robert Fletcher,Catherine Matthews,
SP2034,Lose dog should.,Guy Moore,Black.,Hip-Hop,2001-01-22,331.0,92,26118110,English,Yes,Atlantic Records,Michael Barnes,Juan Ramos,
SP2035,Everything describe need.,Nathan Hudson,Treatment far.,Hip-Hop,2000-05-01,204.0,59,22599891,English,No,Indie,Carrie Perkins,Jennifer Webb,
SP2036,Picture call enjoy.,Carlos Miller,Begin.,Classical,2018-03-27,210.0,55,44401119,,No,Def Jam,James Moreno,David Thomas,
SP2037,Shoulder space.,Julian Burton,Across.,Electronic,1997-06-02,185.0,21,79286282,French,No,Atlantic Records,Eric Mcclure,Dean Sanders,Ryan Franco
SP2038,Of part heavy.,Shane Russell,Exactly.,Pop,2012-11-14,324.0,83,79226834,Japanese,No,Atlantic Records,Daniel Parsons,Gregory Clark,
SP2039,Brother account.,Joseph Brown,Care.,Pop,2003-12-17,237.0,66,1605499,English,No,Universal Music,David Jones,Karen Barnes,
SP2040,Protect federal control.,John Aguilar,Least him.,Electronic,1997-01-06,248.0,18,65718433,English,Yes,Sony Music,Daniel Hernandez,Robert Lopez,
SP2041,Run training institution difference.,Jamie Morris,Hotel find.,Hip-Hop,1999-02-22,267.0,53,88944122,English,No,Def Jam,Robyn Whitaker,Jose Parks,
SP2042,From high manage.,Ryan Morales,Contain.,Classical,2014-08-20,184.0,81,58552158,Spanish,Yes,Def Jam,Harold Jones,Amanda Bowen,
SP2043,Television keep.,Sarah Mcmillan,Service event.,Jazz,2009-08-28,234.0,38,90740234,English,No,Universal Music,Betty Jones,Julie Robinson,Taylor Martin
SP2044,Star professor hot.,Latoya Gallagher,Shake.,Country,1996-07-09,263.0,82,89491864,English,Yes,Sony Music,Andrea White,Shane Travis,Hayden Wong
SP2045,Early film leg.,Angela Robinson,Bill.,Country,2010-11-11,,89,62272395,Spanish,No,Def Jam,Randall Ho,James Holland,
SP2046,High example.,Scott Fowler,Fill.,Electronic,2022-07-12,239.0,36,9469562,English,No,Def Jam,Abigail Kennedy,Sandra White,
SP2047,Natural near eye determine.,Melinda Jenkins,Past.,Hip-Hop,2009-09-17,269.0,30,47311753,English,Yes,Warner Music,Jennifer Wilson,Tonya Robinson,Holly Gilmore
SP2048,Whose international.,Tanya Johnson,Season.,Electronic,1996-08-12,243.0,68,60169686,English,Yes,Universal Music,Jose Boyd,Steven May,Nicole Beck
SP2049,Sort star herself.,Tammy Davis,Single.,Hip-Hop,2009-02-22,230.0,7,88145315,English,Yes,Def Jam,Steven Leonard,Natalie Stephens MD,William Williams
SP2050,Body listen.,Michael Ramirez,Order big.,Folk,2021-02-06,201.0,38,98054262,Spanish,No,Indie,Jason Benton,David Carter,
SP2051,Reality interest.,Christina Quinn,Quite task.,Hip-Hop,1996-07-21,198.0,76,14486543,Korean,Yes,Universal Music,Edward Scott,Devin Johnson,
SP2052,Pretty hundred.,Dylan Bass,Any I.,Hip-Hop,2016-10-12,192.0,53,95449585,English,Yes,Universal Music,Jonathan Moore,Cindy Cabrera,
SP2053,Floor pull camera.,Alicia Lopez,Form marriage.,Country,1999-02-28,226.0,3,70562139,English,Yes,Sony Music,Tammy Williams,Gabrielle Kirby,
SP2054,Federal trip.,Brandon Poole,Hair be.,Pop,2016-10-18,,38,88435068,English,Yes,Def Jam,Ronald Davidson,Kylie Montgomery,
SP2055,My color else.,Savannah Rodriguez,Late.,Hip-Hop,2017-09-21,,57,18487301,,No,Atlantic Records,Christina Larson,Michelle Murphy,Jeffrey Burton
SP2056,Institution baby.,Dustin Brown,Prevent.,Pop,2019-02-08,246.0,74,91450078,English,No,Indie,Mrs. Brenda Edwards,Kimberly White,Heather Hill
SP2057,Rate open save cultural.,Erica Tran,Statement raise.,Hip-Hop,2000-12-20,198.0,96,21033860,English,No,Atlantic Records,Steve Cowan,Charles Swanson,Tyler White
SP2058,Together just energy.,Michelle Burns PhD,Set.,Pop,2014-03-04,172.0,54,50857132,English,No,Universal Music,Christopher Harris,Kristi Hart,
SP2059,Than paper.,Andrea Ramirez,Race receive.,Electronic,2003-09-08,228.0,45,85394253,English,Yes,Universal Music,Ashley Juarez,Heather Blake,
SP2060,Own thus.,Meredith Hancock,Always similar.,Electronic,2008-06-24,262.0,3,4477965,French,No,Indie,Alec Berry,Douglas Aguirre,William Wood
SP2061,Add our.,Kendra Simon,Who language.,Jazz,2010-07-19,160.0,64,26967264,English,No,Atlantic Records,Brandi Stevens,Claire Roberts,
SP2062,Movement management.,Steven Hayes,Group receive.,Jazz,2013-01-03,150.0,50,77454935,English,No,Def Jam,Cathy Johnson,Diane Osborne,
SP2063,Concern final seek.,Tommy Delgado,Put ago.,Pop,2008-10-21,277.0,76,17130722,English,Yes,Atlantic Records,Jessica Patterson,Catherine Lopez,
SP2064,Four truth form.,Laurie Matthews,Economic environment.,Reggae,2024-08-22,337.0,5,24926015,English,No,Def Jam,Nicole Allen,Kathy Mills,
SP2065,Street where.,Jonathan Freeman,Pm.,Electronic,2000-12-19,275.0,14,89138969,Korean,Yes,Warner Music,Vincent Ward,Dylan Conner,
SP2066,Then keep.,Diane Cook,Might act.,Pop,2008-03-20,305.0,76,52372202,English,No,Warner Music,Caleb Huerta,Lynn Walker,
SP2067,Play resource scene.,Cheyenne Higgins,Return hospital.,Electronic,2007-07-14,228.0,29,50779211,English,Yes,Warner Music,Susan Dominguez,Dean Robinson,
SP2068,City fast chance.,Anne Johnson,Impact receive.,R&B,2023-09-13,264.0,86,57247306,English,Yes,Indie,Amy Morris,James Hodges,Eddie Lee
SP2069,Natural degree.,Misty Nielsen,Product activity.,Folk,2009-06-27,262.0,76,45122880,English,Yes,Indie,Steven Flowers,Stacey Kelley,Christian Smith
SP2070,Leader speak.,Karen Allen DDS,Successful.,Country,2000-03-07,327.0,97,18340360,English,Yes,Universal Music,Kristina Reed,Jacob Thompson,
SP2071,East off reduce.,Jonathan Brown,Just boy.,Pop,2007-01-20,248.0,28,41418042,English,Yes,Warner Music,Jeffery Powell,Paige Palmer,
SP2072,Customer gun.,Eric Gomez,Simply.,Pop,2000-04-22,222.0,65,54109509,English,Yes,Def Jam,Melanie Adkins,Carla Hill,
SP2073,City forget almost.,Jennifer Hunter,Interest south.,Country,2004-05-31,226.0,50,35327964,English,No,Warner Music,Yvonne Mitchell,Kendra Nelson,
SP2074,Six share amount.,Matthew Jacobson,Itself major.,Electronic,2005-12-17,308.0,3,33144889,Spanish,No,Def Jam,Richard Olson,Jamie Myers,
SP2075,Evidence federal effect.,Jorge Burton,Skill.,Hip-Hop,2002-02-26,224.0,85,6636798,Spanish,No,Atlantic Records,Benjamin Mckee,Zachary Wong,
SP2076,Car.,Nathan Brown,It.,Pop,2000-07-27,266.0,2,95349065,English,No,Atlantic Records,Tina Ford,Sean Reese,Daniel Vincent
SP2077,Available war support.,Amy Leach,Edge.,Electronic,2018-03-12,223.0,1,5605854,English,No,Warner Music,Ronnie Torres,Brandon White,Caitlyn Freeman
SP2078,Loss table.,Lisa Sanders,Office race.,Folk,2003-10-22,277.0,24,24436394,English,Yes,Sony Music,Michael Gomez,William Gibson,Dylan Thompson
SP2079,Look this leg.,Joe Melendez MD,Agent.,Hip-Hop,2005-07-25,254.0,75,79742072,English,No,Universal Music,Jacob Mcgee,Bruce Campbell,Jimmy Lynch
SP2080,Many letter.,Sharon Ayers,Style.,Jazz,2008-06-23,243.0,52,82630902,English,Yes,Sony Music,Rebecca Nichols,Sheila Carrillo,Randy House
SP2081,Leave note keep.,Christy Anderson,Growth could.,Electronic,2023-03-23,261.0,93,68370839,German,No,Sony Music,David Fields,Sean Hicks,Ashley Russell
SP2082,Interesting worry.,Christina Soto,Bed.,Pop,2003-10-05,239.0,6,99857356,English,Yes,Warner Music,John Macias,Christopher Brown,
SP2083,Where explain forward.,Diana Hart,No certain.,Hip-Hop,1997-07-01,168.0,53,11369908,French,No,Indie,Daniel Fitzgerald,David Medina,
SP2084,Whom conference.,Chelsea Anderson,Smile single.,Pop,2013-09-11,187.0,35,28189979,,No,Warner Music,Wayne Chapman,Glen Mclean,
SP2085,Industry born church.,Dr. Regina Mueller,Project.,Electronic,2016-06-26,217.0,75,83055761,English,No,Atlantic Records,Anthony Curry MD,Derek Perkins,
SP2086,Wife here pull.,Brenda Williams,Second meet.,Reggae,1998-11-01,257.0,21,27003727,Spanish,No,Def Jam,Jeffrey Baker,Kimberly Hodges,
SP2087,West grow.,Brandon Fisher MD,Cause.,Pop,2011-01-30,232.0,58,69623952,English,No,Atlantic Records,Donna Khan,Matthew Buchanan,Barbara Jones
SP2088,Collection lead.,Crystal Nichols,Hour watch.,Pop,2000-11-23,330.0,22,23993540,English,No,Universal Music,James Smith,Mallory Diaz,
SP2089,Certain whole.,Robert Garrison,Call.,Hip-Hop,2022-02-11,205.0,55,76341429,English,Yes,Sony Music,Tammy Taylor,Jenna Hanna,
SP2090,Prevent economy important.,Nicole Brown,Until.,Hip-Hop,2013-01-27,253.0,80,92043232,English,Yes,Universal Music,Nicole Todd,Ronald Orozco,
SP2091,View per.,Dr. Matthew Harris,Car little.,Hip-Hop,2011-04-28,297.0,32,9333961,German,No,Sony Music,David Wright,Nicole Rush,
SP2092,Pretty plant ready.,John Mcdaniel,Clearly man.,Pop,2016-07-09,301.0,70,8490611,English,Yes,Warner Music,Ethan Knight,Trevor Martin,
SP2093,Three serious.,Michael Walker,Serious then.,Electronic,1999-01-17,339.0,63,64926626,English,Yes,Sony Music,Kristen King,Vanessa Marshall,Steven White
